param_foc1,param_val1,param_foc2,param_val2,time,variable,value,nutrient,variable2,value2,abund_type
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,VcH_n,0,+N,RPV_pop,0,pop
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,VcH_p,0,+P,RPV_pop,0,pop
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,VcH_np,0,+N+P,RPV_pop,0,pop
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,R_n_low,6.696469630960637e-8,low,R_n,6.696469630960637e-8,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,R_p_low,1.2341668374895082e-8,low,R_p,1.2341668374895082e-8,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,Q_n_low,0.0011263480085911737,low,Q_n,0.0011263480085911737,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,Q_p_low,2.6545280248547765e-4,low,Q_p,2.6545280248547765e-4,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,H_low,0.2779797511434835,low,H,0.2779797511434835,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,V_b_low,17.358913496472127,low,PAV_conc,1.2638469755335704,con
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,V_c_low,0,low,RPV_conc,0,con
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,R_n_n,9.890592614106184e-7,+N,R_n,9.890592614106184e-7,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,R_p_n,3.5133865176897187e-9,+N,R_p,3.5133865176897187e-9,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,Q_n_n,0.0025792648428131677,+N,Q_n,0.0025792648428131677,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,Q_p_n,7.56829214995007e-5,+N,Q_p,7.56829214995007e-5,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,H_n,0.9760305775082105,+N,H,0.9760305775082105,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,V_b_n,2518.4904062275205,+N,PAV_conc,3.401312708978598,con
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,V_c_n,0,+N,RPV_conc,0,con
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,R_n_p,6.696469630960637e-8,+P,R_n,6.696469630960637e-8,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,R_p_p,6.458681364018504e-7,+P,R_p,6.458681364018504e-7,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,Q_n_p,0.0011263480085911737,+P,Q_n,0.0011263480085911737,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,Q_p_p,0.0016507837680884917,+P,Q_p,0.0016507837680884917,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,H_p,0.2779797511434835,+P,H,0.2779797511434835,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,V_b_p,17.358913496472127,+P,PAV_conc,1.2638469755335704,con
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,V_c_p,0,+P,RPV_conc,0,con
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,R_n_np,4.778567119688161e-7,+N+P,R_n,4.778567119688161e-7,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,R_p_np,8.828141283665051e-8,+N+P,R_p,8.828141283665051e-8,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,Q_n_np,0.0013135947084415508,+N+P,Q_n,0.0013135947084415508,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,Q_p_np,2.4501657013754896e-4,+N+P,Q_p,2.4501657013754896e-4,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,H_np,1.9966793422201852,+N+P,H,1.9966793422201852,NA
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,V_b_np,43533.7873529485,+N+P,PAV_conc,4.638836427475519,con
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,V_c_np,0,+N+P,RPV_conc,0,con
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,VbH_low,4.825426453870579,low,PAV_pop,0.7653277236523113,pop
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,VbH_n,2458.1236456391343,+N,PAV_pop,3.390780365773598,pop
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,VbH_p,4.825426453870579,+P,PAV_pop,0.7653277236523113,pop
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,VbH_np,86923.01389623863,+N+P,PAV_pop,4.9391397725580415,pop
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,VcH_low,0,low,RPV_pop,0,pop
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,VcH_n,0,+N,RPV_pop,0,pop
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,VcH_p,0,+P,RPV_pop,0,pop
z_nb,2.856362359146333e-14,z_pb,4.641588833612791e-15,60,VcH_np,0,+N+P,RPV_pop,0,pop
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,R_n_low,6.70319687288101e-8,low,R_n,6.70319687288101e-8,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,R_p_low,1.2354056052993664e-8,low,R_p,1.2354056052993664e-8,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,Q_n_low,0.0011263679269966794,low,Q_n,0.0011263679269966794,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,Q_p_low,2.6553739738936625e-4,low,Q_p,2.6553739738936625e-4,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,H_low,0.2777012513115784,low,H,0.2777012513115784,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,V_b_low,17.28975355944838,low,PAV_conc,1.2622078537272237,con
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,V_c_low,0,low,RPV_conc,0,con
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,R_n_n,1.0016203646233091e-6,+N,R_n,1.0016203646233091e-6,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,R_p_n,3.557118206326537e-9,+N,R_p,3.557118206326537e-9,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,Q_n_n,0.002603362925612434,+N,Q_n,0.002603362925612434,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,Q_p_n,7.567509696255887e-5,+N,Q_p,7.567509696255887e-5,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,H_n,0.9640328753403702,+N,H,0.9640328753403702,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,V_b_n,2397.4580980432474,+N,PAV_conc,3.379932135581754,con
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,V_c_n,0,+N,RPV_conc,0,con
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,R_n_p,6.70319687288101e-8,+P,R_n,6.70319687288101e-8,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,R_p_p,6.465301295308105e-7,+P,R_p,6.465301295308105e-7,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,Q_n_p,0.0011263679269966794,+P,Q_n,0.0011263679269966794,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,Q_p_p,0.001652155424337937,+P,Q_p,0.001652155424337937,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,H_p,0.2777012513115784,+P,H,0.2777012513115784,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,V_b_p,17.28975355944838,+P,PAV_conc,1.2622078537272237,con
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,V_c_p,0,+P,RPV_conc,0,con
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,R_n_np,4.802961787411788e-7,+N+P,R_n,4.802961787411788e-7,NA
z_nb,4.764699585730016e-13,z_pb,7.742636826811277e-14,60,R_p_np,8.859245991152818e-8,+N+P,R_p,8.859245991152818e-8,NA
