well,sample,target,task,reporter,quencher,cycle,cycle_mean,cycle_sd,quantity,quantity_mean,quantity_sd,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,comments,high_sd,no_amp,outlier_rg,exp_fail,q_group
B5,RPV 1e4,RPV,STANDARD,VIC,NFQ-MGB,33.2790184,33.58804321,0.286239296,10000,NA,NA,TRUE,0.021935982,TRUE,3,31,NA,N,Y,N,Y,12
B6,RPV 1e4,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
B6,RPV 1e4,RPV,STANDARD,VIC,NFQ-MGB,33.6410141,33.58804321,0.286239296,10000,NA,NA,TRUE,0.021935982,TRUE,3,32,NA,N,Y,N,Y,12
B7,S2 LP3I2,PAV,UNKNOWN,FAM,NFQ-MGB,34.40125656,34.76400375,0.428306788,14511.20996,11870.16895,2954.235107,TRUE,0.018511613,TRUE,3,33,NA,N,N,N,N,12
B7,S2 LP3I2,RPV,UNKNOWN,VIC,NFQ-MGB,23.69303322,23.85739899,0.193093821,6014378,5430069.5,668645.875,TRUE,0.021935982,TRUE,3,22,NA,N,N,N,N,12
B8,S2 LP3I2,PAV,UNKNOWN,FAM,NFQ-MGB,34.65423965,34.76400375,0.428306788,12419.45801,11870.16895,2954.235107,TRUE,0.018511613,TRUE,3,33,NA,N,N,N,N,12
B8,S2 LP3I2,RPV,UNKNOWN,VIC,NFQ-MGB,23.80911064,23.85739899,0.193093821,5574978.5,5430069.5,668645.875,TRUE,0.021935982,TRUE,3,22,NA,N,N,N,N,12
B9,S2 LP3I2,PAV,UNKNOWN,FAM,NFQ-MGB,35.23650742,34.76400375,0.428306788,8679.84082,11870.16895,2954.235107,TRUE,0.018511613,TRUE,3,34,NA,N,N,N,N,12
B9,S2 LP3I2,RPV,UNKNOWN,VIC,NFQ-MGB,24.07005501,23.85739899,0.193093821,4700851,5430069.5,668645.875,TRUE,0.021935982,TRUE,3,22,NA,N,N,N,N,12
B10,S2 NPR2S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
B10,S2 NPR2S2,RPV,UNKNOWN,VIC,NFQ-MGB,21.26531982,21.25056076,0.110325813,29395114,29731736,2157568.5,TRUE,0.021935982,TRUE,3,19,NA,N,Y,N,Y,12
B11,S2 NPR2S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
B11,S2 NPR2S2,RPV,UNKNOWN,VIC,NFQ-MGB,21.35276413,21.25056076,0.110325813,27762264,29731736,2157568.5,TRUE,0.021935982,TRUE,3,20,NA,N,Y,N,Y,12
B12,S2 NPR2S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
B12,S2 NPR2S2,RPV,UNKNOWN,VIC,NFQ-MGB,21.13359833,21.25056076,0.110325813,32037830,29731736,2157568.5,TRUE,0.021935982,TRUE,3,19,NA,N,Y,N,Y,12
C1,PAV 1e5,PAV,STANDARD,FAM,NFQ-MGB,30.97170448,30.89690971,0.106332846,100000,NA,NA,TRUE,0.018511613,TRUE,3,29,NA,N,Y,N,Y,12
C1,PAV 1e5,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021935982,TRUE,3,44,NA,N,Y,N,Y,12
C2,PAV 1e5,PAV,STANDARD,FAM,NFQ-MGB,30.94383621,30.89690971,0.106332846,100000,NA,NA,TRUE,0.018511613,TRUE,3,29,NA,N,Y,N,Y,12
C2,PAV 1e5,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021935982,TRUE,3,44,NA,N,Y,N,Y,12
C3,PAV 1e5,PAV,STANDARD,FAM,NFQ-MGB,30.77518463,30.89690971,0.106332846,100000,NA,NA,TRUE,0.018511613,TRUE,3,29,NA,N,Y,N,Y,12
C3,PAV 1e5,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021935982,TRUE,3,44,NA,N,Y,N,Y,12
C4,RPV 1e5,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
C4,RPV 1e5,RPV,STANDARD,VIC,NFQ-MGB,30.34895325,30.03746986,0.322988778,100000,NA,NA,TRUE,0.021935982,TRUE,3,28,NA,N,Y,N,Y,12
C5,RPV 1e5,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
C5,RPV 1e5,RPV,STANDARD,VIC,NFQ-MGB,29.70409012,30.03746986,0.322988778,100000,NA,NA,TRUE,0.021935982,TRUE,3,28,NA,N,Y,N,Y,12
C6,RPV 1e5,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
C6,RPV 1e5,RPV,STANDARD,VIC,NFQ-MGB,30.05936813,30.03746986,0.322988778,100000,NA,NA,TRUE,0.021935982,TRUE,3,28,NA,N,Y,N,Y,12
C7,S2 LR3S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
C7,S2 LR3S2,RPV,UNKNOWN,VIC,NFQ-MGB,21.76456642,21.51350975,0.464838028,21211360,25813506,8381299.5,TRUE,0.021935982,TRUE,3,20,NA,N,Y,N,Y,12
C8,S2 LR3S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
C8,S2 LR3S2,RPV,UNKNOWN,VIC,NFQ-MGB,21.79883575,21.51350975,0.464838028,20741564,25813506,8381299.5,TRUE,0.021935982,TRUE,3,20,NA,N,Y,N,Y,12
C9,S2 LR3S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
C9,S2 LR3S2,RPV,UNKNOWN,VIC,NFQ-MGB,20.97712517,21.51350975,0.464838028,35487596,25813506,8381299.5,TRUE,0.021935982,TRUE,3,19,NA,N,Y,N,Y,12
C10,S2 LP2I2,PAV,UNKNOWN,FAM,NFQ-MGB,36.76076889,36.74542618,0.556440711,3397.861816,3566.064453,1211.536011,TRUE,0.018511613,TRUE,3,35,NA,Y,N,N,N,12
C10,S2 LP2I2,RPV,UNKNOWN,VIC,NFQ-MGB,25.83608627,25.89030457,0.216444522,1482192.25,1439991,198102.6406,TRUE,0.021935982,TRUE,3,23,NA,Y,N,N,N,12
C11,S2 LP2I2,PAV,UNKNOWN,FAM,NFQ-MGB,37.29403687,36.74542618,0.556440711,2447.418945,3566.064453,1211.536011,TRUE,0.018511613,TRUE,3,36,NA,Y,N,N,N,12
C11,S2 LP2I2,RPV,UNKNOWN,VIC,NFQ-MGB,26.12870216,25.89030457,0.216444522,1224188.125,1439991,198102.6406,TRUE,0.021935982,TRUE,3,24,NA,Y,N,N,N,12
C12,S2 LP2I2,PAV,UNKNOWN,FAM,NFQ-MGB,36.18147278,36.74542618,0.556440711,4852.913086,3566.064453,1211.536011,TRUE,0.018511613,TRUE,3,34,NA,Y,N,N,N,12
C12,S2 LP2I2,RPV,UNKNOWN,VIC,NFQ-MGB,25.70612144,25.89030457,0.216444522,1613592.5,1439991,198102.6406,TRUE,0.021935982,TRUE,3,23,NA,Y,N,N,N,12
D1,PAV 1e6,PAV,STANDARD,FAM,NFQ-MGB,27.62915802,27.53851509,0.148904637,1000000,NA,NA,TRUE,0.018511613,TRUE,3,26,NA,N,Y,N,Y,12
D1,PAV 1e6,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.50942612,NA,NA,NA,NA,TRUE,0.021935982,TRUE,3,44,NA,N,Y,N,Y,12
D2,PAV 1e6,PAV,STANDARD,FAM,NFQ-MGB,27.61972618,27.53851509,0.148904637,1000000,NA,NA,TRUE,0.018511613,TRUE,3,26,NA,N,N,N,N,12
D2,PAV 1e6,RPV,UNKNOWN,VIC,NFQ-MGB,39.50942612,39.50942612,NA,194.9175568,194.9175568,NA,TRUE,0.021935982,TRUE,3,37,NA,N,N,N,N,12
D3,PAV 1e6,PAV,STANDARD,FAM,NFQ-MGB,27.36666107,27.53851509,0.148904637,1000000,NA,NA,TRUE,0.018511613,TRUE,3,26,NA,N,Y,N,Y,12
D3,PAV 1e6,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.50942612,NA,NA,NA,NA,TRUE,0.021935982,TRUE,3,44,NA,N,Y,N,Y,12
D4,RPV 1e6,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
D4,RPV 1e6,RPV,STANDARD,VIC,NFQ-MGB,26.33953667,26.30148888,0.14230302,1000000,NA,NA,TRUE,0.021935982,TRUE,3,24,NA,N,Y,N,Y,12
D5,RPV 1e6,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
D5,RPV 1e6,RPV,STANDARD,VIC,NFQ-MGB,26.42089844,26.30148888,0.14230302,1000000,NA,NA,TRUE,0.021935982,TRUE,3,24,NA,N,Y,N,Y,12
D6,RPV 1e6,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
D6,RPV 1e6,RPV,STANDARD,VIC,NFQ-MGB,26.14402771,26.30148888,0.14230302,1000000,NA,NA,TRUE,0.021935982,TRUE,3,24,NA,N,Y,N,Y,12
D7,S2 PP2S2,PAV,UNKNOWN,FAM,NFQ-MGB,35.61856461,34.82060242,0.707496762,6861.518066,11882.44531,4549.768555,TRUE,0.018511613,TRUE,3,34,NA,Y,N,N,N,12
D7,S2 PP2S2,RPV,UNKNOWN,VIC,NFQ-MGB,34.84191132,34.44955063,0.344515562,4117.96582,5408.575684,1140.087158,TRUE,0.021935982,TRUE,3,33,NA,Y,N,N,N,12
D8,S2 PP2S2,PAV,UNKNOWN,FAM,NFQ-MGB,34.26997757,34.82060242,0.707496762,15731.97949,11882.44531,4549.768555,TRUE,0.018511613,TRUE,3,32,NA,Y,N,N,N,12
D8,S2 PP2S2,RPV,UNKNOWN,VIC,NFQ-MGB,34.31021881,34.44955063,0.344515562,5829.063965,5408.575684,1140.087158,TRUE,0.021935982,TRUE,3,32,NA,Y,N,N,N,12
D9,S2 PP2S2,PAV,UNKNOWN,FAM,NFQ-MGB,34.57327271,34.82060242,0.707496762,13053.83887,11882.44531,4549.768555,TRUE,0.018511613,TRUE,3,33,NA,Y,N,N,N,12
D9,S2 PP2S2,RPV,UNKNOWN,VIC,NFQ-MGB,34.19652557,34.44955063,0.344515562,6278.698242,5408.575684,1140.087158,TRUE,0.021935982,TRUE,3,32,NA,Y,N,N,N,12
D10,S2 NPP2S2,PAV,UNKNOWN,FAM,NFQ-MGB,35.54301071,35.4684639,0.217037842,7188.021973,7571.091797,1038.775757,TRUE,0.018511613,TRUE,3,34,NA,N,N,N,N,12
D10,S2 NPP2S2,RPV,UNKNOWN,VIC,NFQ-MGB,34.33599091,34.37992477,0.19325693,5731.702637,5598.70752,691.2593384,TRUE,0.021935982,TRUE,3,32,NA,N,N,N,N,12
D11,S2 NPP2S2,PAV,UNKNOWN,FAM,NFQ-MGB,35.22397995,35.4684639,0.217037842,8747.003906,7571.091797,1038.775757,TRUE,0.018511613,TRUE,3,34,NA,N,N,N,N,12
D11,S2 NPP2S2,RPV,UNKNOWN,VIC,NFQ-MGB,34.21242142,34.37992477,0.19325693,6213.806641,5598.70752,691.2593384,TRUE,0.021935982,TRUE,3,32,NA,N,N,N,N,12
D12,S2 NPP2S2,PAV,UNKNOWN,FAM,NFQ-MGB,35.63840866,35.4684639,0.217037842,6778.25,7571.091797,1038.775757,TRUE,0.018511613,TRUE,3,34,NA,N,N,N,N,12
D12,S2 NPP2S2,RPV,UNKNOWN,VIC,NFQ-MGB,34.59136963,34.37992477,0.19325693,4850.61377,5598.70752,691.2593384,TRUE,0.021935982,TRUE,3,33,NA,N,N,N,N,12
E1,PAV 1e7,PAV,STANDARD,FAM,NFQ-MGB,24.02461052,23.94911385,0.088776127,10000000,NA,NA,TRUE,0.018511613,TRUE,3,22,NA,N,Y,N,Y,12
E1,PAV 1e7,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021935982,TRUE,3,44,NA,N,Y,N,Y,12
E2,PAV 1e7,PAV,STANDARD,FAM,NFQ-MGB,23.85131264,23.94911385,0.088776127,10000000,NA,NA,TRUE,0.018511613,TRUE,3,22,NA,N,Y,N,Y,12
E2,PAV 1e7,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021935982,TRUE,3,44,NA,N,Y,N,Y,12
E3,PAV 1e7,PAV,STANDARD,FAM,NFQ-MGB,23.97142029,23.94911385,0.088776127,10000000,NA,NA,TRUE,0.018511613,TRUE,3,22,NA,N,Y,N,Y,12
E3,PAV 1e7,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021935982,TRUE,3,44,NA,N,Y,N,Y,12
E4,RPV 1e7,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
E4,RPV 1e7,RPV,STANDARD,VIC,NFQ-MGB,22.81318665,22.81163788,0.168843836,10000000,NA,NA,TRUE,0.021935982,TRUE,3,21,NA,N,Y,N,Y,12
E5,RPV 1e7,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
E5,RPV 1e7,RPV,STANDARD,VIC,NFQ-MGB,22.64202499,22.81163788,0.168843836,10000000,NA,NA,TRUE,0.021935982,TRUE,3,20,NA,N,Y,N,Y,12
E6,RPV 1e7,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
E6,RPV 1e7,RPV,STANDARD,VIC,NFQ-MGB,22.979702,22.81163788,0.168843836,10000000,NA,NA,TRUE,0.021935982,TRUE,3,21,NA,N,Y,N,Y,12
E7,S2 NPR2I1,PAV,UNKNOWN,FAM,NFQ-MGB,41.51325226,40.34866714,2.08827281,182.502655,667.6759644,848.1049194,TRUE,0.018511613,TRUE,3,40,NA,Y,N,N,N,12
E7,S2 NPR2I1,RPV,UNKNOWN,VIC,NFQ-MGB,21.95153618,22.03761101,0.395287931,18771494,18131010,4458922,TRUE,0.021935982,TRUE,3,20,NA,Y,N,N,N,12
E8,S2 NPR2I1,PAV,UNKNOWN,FAM,NFQ-MGB,37.93779755,40.34866714,2.08827281,1646.969604,667.6759644,848.1049194,TRUE,0.018511613,TRUE,3,36,NA,Y,N,Y,N,12
E8,S2 NPR2I1,RPV,UNKNOWN,VIC,NFQ-MGB,21.69244957,22.03761101,0.395287931,22235056,18131010,4458922,TRUE,0.021935982,TRUE,3,20,NA,Y,N,Y,N,12
E9,S2 NPR2I1,PAV,UNKNOWN,FAM,NFQ-MGB,41.59494781,40.34866714,2.08827281,173.5557098,667.6759644,848.1049194,TRUE,0.018511613,TRUE,3,40,NA,Y,N,N,N,12
E9,S2 NPR2I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.46884155,22.03761101,0.395287931,13386481,18131010,4458922,TRUE,0.021935982,TRUE,3,21,NA,Y,N,N,N,12
E10,S2 LR2S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
E10,S2 LR2S1,RPV,UNKNOWN,VIC,NFQ-MGB,22.01268387,21.89181709,0.154375926,18036100,19585934,2018207.625,TRUE,0.021935982,TRUE,3,20,NA,N,Y,N,Y,12
E11,S2 LR2S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
E11,S2 LR2S1,RPV,UNKNOWN,VIC,NFQ-MGB,21.71791458,21.89181709,0.154375926,21868058,19585934,2018207.625,TRUE,0.021935982,TRUE,3,20,NA,N,Y,N,Y,12
E12,S2 LR2S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
E12,S2 LR2S1,RPV,UNKNOWN,VIC,NFQ-MGB,21.94485474,21.89181709,0.154375926,18853644,19585934,2018207.625,TRUE,0.021935982,TRUE,3,20,NA,N,Y,N,Y,12
F1,NTC,PAV,NTC,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,N,N,N,12
F1,NTC,RPV,NTC,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021935982,TRUE,3,44,NA,N,N,N,N,12
F2,NTC,PAV,NTC,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,N,N,N,12
F2,NTC,RPV,NTC,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021935982,TRUE,3,44,NA,N,N,N,N,12
F3,NTC,PAV,NTC,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,N,N,N,12
F3,NTC,RPV,NTC,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021935982,TRUE,3,44,NA,N,N,N,N,12
F4,RPV 1e8,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
F4,RPV 1e8,RPV,STANDARD,VIC,NFQ-MGB,19.56894875,19.50484467,0.236791059,100000000,NA,NA,TRUE,0.021935982,TRUE,3,17,NA,N,Y,N,Y,12
F5,RPV 1e8,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
F5,RPV 1e8,RPV,STANDARD,VIC,NFQ-MGB,19.24260139,19.50484467,0.236791059,100000000,NA,NA,TRUE,0.021935982,TRUE,3,17,NA,N,Y,N,Y,12
F6,RPV 1e8,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
F6,RPV 1e8,RPV,STANDARD,VIC,NFQ-MGB,19.70298386,19.50484467,0.236791059,100000000,NA,NA,TRUE,0.021935982,TRUE,3,18,NA,N,Y,N,Y,12
F7,S2 NPP2S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.83355331,34.98877335,0.151664093,11122.1123,10138.47559,948.2584229,TRUE,0.018511613,TRUE,3,33,NA,N,N,N,N,12
F7,S2 NPP2S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.72859955,33.97232819,0.253695339,8524.838867,7335.880371,1201.076416,TRUE,0.021935982,TRUE,3,32,NA,N,N,N,N,12
F8,S2 NPP2S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.99615479,34.98877335,0.151664093,10063.23633,10138.47559,948.2584229,TRUE,0.018511613,TRUE,3,33,NA,N,N,N,N,12
F8,S2 NPP2S1,RPV,UNKNOWN,VIC,NFQ-MGB,34.23493576,33.97232819,0.253695339,6123.041992,7335.880371,1201.076416,TRUE,0.021935982,TRUE,3,32,NA,N,N,N,N,12
F9,S2 NPP2S1,PAV,UNKNOWN,FAM,NFQ-MGB,35.13661194,34.98877335,0.151664093,9230.078125,10138.47559,948.2584229,TRUE,0.018511613,TRUE,3,33,NA,N,N,N,N,12
F9,S2 NPP2S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.95345306,33.97232819,0.253695339,7359.758301,7335.880371,1201.076416,TRUE,0.021935982,TRUE,3,32,NA,N,N,N,N,12
F10,S2 PR2S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,41.48097229,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
F10,S2 PR2S1,RPV,UNKNOWN,VIC,NFQ-MGB,21.6206646,21.53959846,0.253762275,23303104,24802232,4241809.5,TRUE,0.021935982,TRUE,3,19,NA,N,Y,N,Y,12
F11,S2 PR2S1,PAV,UNKNOWN,FAM,NFQ-MGB,41.48097229,41.48097229,NA,186.1636658,186.1636658,NA,TRUE,0.018511613,TRUE,3,39,NA,N,N,N,N,12
F11,S2 PR2S1,RPV,UNKNOWN,VIC,NFQ-MGB,21.25520706,21.53959846,0.253762275,29590040,24802232,4241809.5,TRUE,0.021935982,TRUE,3,19,NA,N,N,N,N,12
F12,S2 PR2S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,41.48097229,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
F12,S2 PR2S1,RPV,UNKNOWN,VIC,NFQ-MGB,21.74292183,21.53959846,0.253762275,21513554,24802232,4241809.5,TRUE,0.021935982,TRUE,3,20,NA,N,Y,N,Y,12
G1,S2 NPR3S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
G1,S2 NPR3S2,RPV,UNKNOWN,VIC,NFQ-MGB,21.77782059,21.61997032,0.272687018,21028410,23569642,4391692.5,TRUE,0.021935982,TRUE,3,20,NA,N,Y,N,Y,12
G2,S2 NPR3S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,Y,Y,12
G2,S2 NPR3S2,RPV,UNKNOWN,VIC,NFQ-MGB,21.30509949,21.61997032,0.272687018,28640728,23569642,4391692.5,TRUE,0.021935982,TRUE,3,19,NA,N,Y,Y,Y,12
G3,S2 NPR3S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.018511613,TRUE,3,44,NA,N,Y,N,Y,12
G3,S2 NPR3S2,RPV,UNKNOWN,VIC,NFQ-MGB,21.7769928,21.61997032,0.272687018,21039790,23569642,4391692.5,TRUE,0.021935982,TRUE,3,20,NA,N,Y,N,Y,12
G4,S2 NPP3S2,PAV,UNKNOWN,FAM,NFQ-MGB,35.28202057,35.20129013,0.729318738,8440.145508,9490.268555,4295.405762,TRUE,0.018511613,TRUE,3,34,NA,Y,N,N,N,12
G4,S2 NPP3S2,RPV,UNKNOWN,VIC,NFQ-MGB,33.54993439,33.29847336,0.286580265,9580.731445,11426.99707,2189.840576,TRUE,0.021935982,TRUE,3,32,NA,Y,N,N,N,12
G5,S2 NPP3S2,PAV,UNKNOWN,FAM,NFQ-MGB,35.88688278,35.20129013,0.729318738,5817.300293,9490.268555,4295.405762,TRUE,0.018511613,TRUE,3,34,NA,Y,N,N,N,12
G5,S2 NPP3S2,RPV,UNKNOWN,VIC,NFQ-MGB,33.35903549,33.29847336,0.286580265,10853.84375,11426.99707,2189.840576,TRUE,0.021935982,TRUE,3,31,NA,Y,N,N,N,12
G6,S2 NPP3S2,PAV,UNKNOWN,FAM,NFQ-MGB,34.43496323,35.20129013,0.729318738,14213.35742,9490.268555,4295.405762,TRUE,0.018511613,TRUE,3,33,NA,Y,N,N,N,12
G6,S2 NPP3S2,RPV,UNKNOWN,VIC,NFQ-MGB,32.98645401,33.29847336,0.286580265,13846.41895,11426.99707,2189.840576,TRUE,0.021935982,TRUE,3,31,NA,Y,N,N,N,12
G7,S2 LP2S2,PAV,UNKNOWN,FAM,NFQ-MGB,34.87882614,34.73711777,0.132863224,10816.57324,11828.18652,957.4193726,TRUE,0.018511613,TRUE,3,33,NA,N,N,N,N,12
G7,S2 LP2S2,RPV,UNKNOWN,VIC,NFQ-MGB,31.68886566,31.72413826,0.073058397,32333.00977,31619.93945,1489.245483,TRUE,0.021935982,TRUE,3,29,NA,N,N,N,N,12
G8,S2 LP2S2,PAV,UNKNOWN,FAM,NFQ-MGB,34.61535645,34.73711777,0.132863224,12720.16797,11828.18652,957.4193726,TRUE,0.018511613,TRUE,3,33,NA,N,N,N,N,12
G8,S2 LP2S2,RPV,UNKNOWN,VIC,NFQ-MGB,31.80814171,31.72413826,0.073058397,29908.23047,31619.93945,1489.245483,TRUE,0.021935982,TRUE,3,30,NA,N,N,N,N,12
G9,S2 LP2S2,PAV,UNKNOWN,FAM,NFQ-MGB,34.71716309,34.73711777,0.132863224,11947.81641,11828.18652,957.4193726,TRUE,0.018511613,TRUE,3,33,NA,N,N,N,N,12
G9,S2 LP2S2,RPV,UNKNOWN,VIC,NFQ-MGB,31.67541122,31.72413826,0.073058397,32618.58203,31619.93945,1489.245483,TRUE,0.021935982,TRUE,3,30,NA,N,N,N,N,12
G10,S2 LP2S1,PAV,UNKNOWN,FAM,NFQ-MGB,36.36433029,36.11061478,0.457469583,4336.508301,5211.205078,1562.741699,TRUE,0.018511613,TRUE,3,35,NA,N,N,N,N,12
G10,S2 LP2S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.12591171,32.87991714,0.213827521,12640.19141,14939.18359,2000.313477,TRUE,0.021935982,TRUE,3,31,NA,N,N,N,N,12
G11,S2 LP2S1,PAV,UNKNOWN,FAM,NFQ-MGB,35.5825119,36.11061478,0.457469583,7015.42627,5211.205078,1562.741699,TRUE,0.018511613,TRUE,3,34,NA,N,N,Y,N,12
G11,S2 LP2S1,RPV,UNKNOWN,VIC,NFQ-MGB,32.77526855,32.87991714,0.213827521,15895.73242,14939.18359,2000.313477,TRUE,0.021935982,TRUE,3,31,NA,N,N,Y,N,12
G12,S2 LP2S1,PAV,UNKNOWN,FAM,NFQ-MGB,36.38500977,36.11061478,0.457469583,4281.681152,5211.205078,1562.741699,TRUE,0.018511613,TRUE,3,35,NA,N,N,N,N,12
G12,S2 LP2S1,RPV,UNKNOWN,VIC,NFQ-MGB,32.73856735,32.87991714,0.213827521,16281.62793,14939.18359,2000.313477,TRUE,0.021935982,TRUE,3,30,NA,N,N,N,N,12
H1,S2 LR3I1,PAV,UNKNOWN,FAM,NFQ-MGB,37.13090897,37.0602684,0.83547765,2705.818115,3085.971436,1581.046509,TRUE,0.018511613,TRUE,3,35,NA,Y,N,N,N,12
H1,S2 LR3I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.56206131,22.44033813,0.153711915,12595251,13684788,1403173.75,TRUE,0.021935982,TRUE,3,20,NA,Y,N,N,N,12
H2,S2 LR3I1,PAV,UNKNOWN,FAM,NFQ-MGB,36.19171143,37.0602684,0.83547765,4822.4375,3085.971436,1581.046509,TRUE,0.018511613,TRUE,3,34,NA,Y,N,N,N,12
